Event	ID	Name			Wwise Object Path	Notes
	188339144	amb_playerhouse_RTLP			\Ambiences\Ambiences\2D\Player House\amb_playerhouse_RTLP	
	710205036	amb_PlayerHouseCreaks			\Ambiences\Ambiences\3D\Player House\amb_PlayerHouseCreaks	
	831022004	map_openclose			\SFX\UI\map_openclose	
	979341015	pc_footstep			\Player\Player\pc_footstep	
	1256202815	Play			\Parameters\Parameters\Play	
	1402340918	ui_highlight			\SFX\UI\ui_highlight	
	1455535776	item_up			\Player\Player\item_up	
	2024222415	ui_back			\SFX\UI\ui_back	
	2154256363	amb_playerhouseclock			\Ambiences\Ambiences\3D\Player House\amb_playerhouseclock	
	2774129122	ui_select			\SFX\UI\ui_select	
	3086540886	StopAll			\Parameters\Parameters\StopAll	
	3092587493	Pause			\Parameters\Parameters\Pause	

Switch Group	ID	Name			Wwise Object Path	Notes
	1177793757	MapType			\Default Work Unit\MapType	
	2085770324	ItemPickupType			\Default Work Unit\ItemPickupType	
	4274333454	FloorMaterial			\Default Work Unit\FloorMaterial	

Switch	ID	Name	Switch Group			Notes
	1936672669	MapTwo	MapType			
	2323396735	MapOne	MapType			
	660835419	Plastic	ItemPickupType			
	2473969246	Metal	ItemPickupType			
	3126687001	Paper	ItemPickupType			
	1216965916	Stone	FloorMaterial			
	2058049674	Wood	FloorMaterial			
	2195636714	Dirt	FloorMaterial			
	2473969246	Metal	FloorMaterial			
	4248645337	Grass	FloorMaterial			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	491266841	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Ambiences\3D Objects\Player House\PlayerHouse_CreakSequence\Silence\Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	354254966	PlayerHouse_Creak_2	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\4.12.26\PlayerHouse_Creak\PlayerHouse_Creak_2_15C2CEFE.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Ambiences\3D Objects\Player House\PlayerHouse_CreakSequence\PlayerHouse_Creaks\PlayerHouse_Creak_2		9661
	370590470	Item Pick Up 1	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Item Pick Up 1_70D53CF4.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Item_Pickup_Handling_Switch\Item Pickup\Item Pick Up 1		34780
	396367671	Item Pick Up 3	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Item Pick Up 3_E238D614.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Item_Pickup_Handling_Switch\Item Pickup\Item Pick Up 3		39804
	397850430	Stone-1	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Stone - SNK\Stone-1_00225573.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Stone - SNK\Stone-1		48096
	411523467	UI_Paper Enter	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Paper Enter_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Non-Diegetic\UI\UI\UI_Paper Enter		120216
	412958173	Grass-6	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Grass\Grass-6_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Grass\Grass-6		78940
	428349445	Stone-4	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Stone - SNK\Stone-4_00225573.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Stone - SNK\Stone-4		48096
	443053519	UI_Paper Down	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Paper Down_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Non-Diegetic\UI\UI\UI_Paper Down		88184
	478435977	PlayerHouse_Creak_5	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\4.12.26\PlayerHouse_Creak\PlayerHouse_Creak_5_048BED15.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Ambiences\3D Objects\Player House\PlayerHouse_CreakSequence\PlayerHouse_Creaks\PlayerHouse_Creak_5		9105
	481181567	Dirt-5	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Dirt - SNK\Dirt-5_73865736.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Grass-Dirt-Layer\Dirt-5		11730
	484174853	Dirt-3	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Dirt - SNK\Dirt-3_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Dirt\Dirt-3		38496
	485969829	Dirt-1	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Dirt - SNK\Dirt-1_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Dirt\Dirt-1		40032
	493420085	Wood-3	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Wood - SNK\Wood-3_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Wood - SNK\Wood-3		25540
	494505907	PlayerHouse_Creak_3	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\4.12.26\PlayerHouse_Creak\PlayerHouse_Creak_3_048BED15.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Ambiences\3D Objects\Player House\PlayerHouse_CreakSequence\PlayerHouse_Creaks\PlayerHouse_Creak_3		8405
	506537613	Paper 1	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Paper 1_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Non-Diegetic\UI\UI\UI_UI Highlight Paper\Paper 1		56152
	508518139	Stone-6	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Stone - SNK\Stone-6_00225573.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Stone - SNK\Stone-6		48096
	529024052	PlayerHouse_Creak_4	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\4.12.26\PlayerHouse_Creak\PlayerHouse_Creak_4_048BED15.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Ambiences\3D Objects\Player House\PlayerHouse_CreakSequence\PlayerHouse_Creaks\PlayerHouse_Creak_4		9363
	541567705	Dirt-1	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Dirt - SNK\Dirt-1_0F40F7A9.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Grass-Dirt-Layer\Dirt-1		8078
	552256699	Paper 2	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Paper 2_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Non-Diegetic\UI\UI\UI_UI Highlight Paper\Paper 2		48144
	555749960	MapTwoOpen	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\MapTwoOpen_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Non-Diegetic\UI\UI\UI_MapOpenClose\MapOpen\MapTwoOpen		144096
	570680781	Dirt-5	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Dirt - SNK\Dirt-5_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Dirt\Dirt-5		40544
	574255775	Wood-6	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Wood - SNK\Wood-6_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Wood - SNK\Wood-6		28486
	578450807	Metal-5	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Metal - BOOT\Metal-5_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Metal - BOOT\Metal-5		26090
	608319785	Paper 3	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Paper 3_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Non-Diegetic\UI\UI\UI_UI Highlight Paper\Paper 3		40136
	655332947	Grass-2	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Grass\Grass-2_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Grass\Grass-2		50028
	668445724	PlayerHouse_Creak_1	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\4.12.26\PlayerHouse_Creak\PlayerHouse_Creak_1_048BED15.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Ambiences\3D Objects\Player House\PlayerHouse_CreakSequence\PlayerHouse_Creaks\PlayerHouse_Creak_1		7932
	781502698	Item Pick Up 2	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Item Pick Up 2_7097BF2A.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Item_Pickup_Handling_Switch\Item Pickup\Item Pick Up 2		34176
	792051615	Grass-4	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Grass\Grass-4_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Grass\Grass-4		78932
	825444884	PlayerHouse_ClockTickLP	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\4.12.26\PlayerHouse_ClockTickLP_30EF12F3.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Ambiences\3D Objects\Player House\PlayerHouse_ClockTickLP		5657
	841367300	Metal-4	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Metal - BOOT\Metal-4_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Metal - BOOT\Metal-4		25932
	873220779	Grass-1	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Grass\Grass-1_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Grass\Grass-1		61248
	875258862	MapOneOpen	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\MapOneOpen_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Non-Diegetic\UI\UI\UI_MapOpenClose\MapOpen\MapOneOpen		72096
	915147561	Wood-4	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Wood - SNK\Wood-4_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Wood - SNK\Wood-4		24132
	940505135	PlayerHouse_RTLP	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\4.12.26\PlayerHouse_RTLP_30EF12F3.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Ambiences\2D Beds\Player House\PlayerHouse_RTLP		853027
	953513443	Metal-3	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Metal - BOOT\Metal-3_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Metal - BOOT\Metal-3		25974
	970819885	Wood-2	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Wood - SNK\Wood-2_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Wood - SNK\Wood-2		25166
	995527268	Stone-3	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Stone - SNK\Stone-3_00225573.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Stone - SNK\Stone-3		48096
	1047848170	MapTwoClose	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\MapTwoClose_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Non-Diegetic\UI\UI\UI_MapOpenClose\MapClose\MapTwoClose		192096
	1049879557	Metal-1	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Metal - BOOT\Metal-1_818F3B66.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Metal - BOOT\Metal-1		28556
	1062826730	Dirt-3	C:\Users\bandi\OneDrive\Documents\Game Dev\Reconciled\Wwise Project\Reconciled\.cache\Windows\SFX\Assets ready for implementation\Footsteps\Dirt - SNK\Dirt-3_0BD498E8.wem		\Actor-Mixer Hierarchy\Actor-Mixer_MAIN\Diegetic\Foley\Player\Player\Player_Foot_Switch\Grass-Dirt-Layer\Dirt-3		9894

